queryItem,queryIndex,stringId,ncbiTaxonId,taxonName,preferredName,annotation,gene_set
WDR16,270,9606.ENSP00000339449,9606,Homo sapiens,CFAP52,Cilia- and flagella-associated protein 52; May play a role in cell growth and/or survival. Belongs to the CFAP52 family.,robust_mrna_strict
WDR49,271,9606.ENSP00000311343,9606,Homo sapiens,WDR49,WD repeat domain 49.,robust_mrna_strict
WDR63,272,9606.ENSP00000294664,9606,Homo sapiens,WDR63,WD repeat-containing protein 63.,robust_mrna_strict
WDR65,273,9606.ENSP00000479773,9606,Homo sapiens,CFAP57,Cilia and flagella associated protein 57.,robust_mrna_strict
WDR66,274,9606.ENSP00000288912,9606,Homo sapiens,WDR66,Cilia- and flagella-associated protein 251; Involved in spermatozoa motility. May also regulate cilium motility through its role in the assembly of the axonemal radial spokes (By similarity).,robust_mrna_strict
WDR96,275,9606.ENSP00000349568,9606,Homo sapiens,CFAP43,Cilia- and flagella-associated protein 43; Flagellar protein involved in sperm flagellum axoneme organization and function.,robust_mrna_strict
ZBBX,276,9606.ENSP00000390232,9606,Homo sapiens,ZBBX,Zinc finger B-box domain containing.,robust_mrna_strict
ZBTB16,277,9606.ENSP00000338157,9606,Homo sapiens,ZBTB16,Zinc finger and BTB domain-containing protein 16; Acts as a transcriptional repressor. May play a role in myeloid maturation and in the development and/or maintenance of other differentiated tissues. Probable substrate- recognition component of an E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins ; Belongs to the krueppel C2H2-type zinc-finger protein family.,robust_mrna_strict
ZNF385B,278,9606.ENSP00000386845,9606,Homo sapiens,ZNF385B,Zinc finger protein 385B; May play a role in p53/TP53-mediated apoptosis.,robust_mrna_strict
ZNF385D,279,9606.ENSP00000281523,9606,Homo sapiens,ZNF385D,Zinc finger protein 385D.,robust_mrna_strict
